title,year
Shitsurakuen,2009
Girl and Science,2015
Lip Cream,2004
Sakuran (Tentative),2013
Sore wa Yappari ai Kamone,2002
Try Me Boy!,2004
Colorful Line,2013
Sono Kuchibiru ni Yoru no Tsuyu,2006
Soba ni Ite mo Ii n Daze,2015
Sleeping Prince,2006
There's a Wolf in My Bed,2016
Klan,2010
Akuma de Koibito.,2008
Golem Hearts (Pilot),2017
Hana no Miyako!,2012
Anata to Senya Ichiya,2000
Get the Moon,2002
Cucumber Sandwich,2008
Boring Ninomiya-san,2013
Kizoku no Aoi Seppun,2007
Poppy no Negai,2016
12 Evil Cats,2019
Beauty Bunny,2013
My Harem Depends on Drawing Cards,nan
Gokujou Danshi to Kurashi Temasu.,2007
"Do You Remember, Mogwa?",2008
D-Live!!,2002
Harukaze Bitter Bop,2004
Jive,2000
Bokusatsu Tenshi Dokuro-chan (Light Novel),2003
Shiawase no Level,2003
Baramon no Kazoku,1992
The Devil Mansion's Teacher,2010
Seirei Gakusha Kidan Reikyou Kaden,2008
Momo to Botan to Yuri no Hana,2010
The Taoism Adventure,2018
"Watashi, Maou. Naze ka Yuusha ni Dekiaisarete Imasu.",2020
Cutting Off,2017
I Want to Know You,2014
My Mercury,2016
Ayahatori Shoukanchou,2009
Akuma Datta Kimitachi e,2020
Hell & Heaven,2009
Honoka ni Purple,1985
Tasuketa Yakuza ni Nerawaretemasu,2019
We Cure the Habit of Cheating: My First Patient Happened to Be My Ex-Boyfriend...,2016
Sakuratetsu Taiwahen,2002
Yasashiku Sokubaku Shiteageru,2002
Naturalist no Kare,2005
Furachi na Keiji-san,2014
Tengoku mo Jigoku mo,2011
If I Never Loved You,2017
Ouji ka Prince,2011
Scary Book,1981
Ureoji BL,2018
Shiro no Eden,2010
Faraway,2005
Go Go! To 2008★,2019
Culdcept,1999
Dry Heat,2002
Dame na Kurai ga Choudoii,2008
A Decent Hitman,2018
Secret Marriage: Priceless Baby of the President,2018
Gedou Tenisha no Harem Dungeon Seisakuki,2021
"Sawaraseteyo, Shiba-kun",2013
Datte Asobi Desho?,2012
Help Me Reach The Top Shelf,2006
City of Darkness Side Story,2011
Happy Trouble Wedding,2005
Over the Top,2002
Shade (Kiyoko IWAMI),2018
The Cannon Fodder Princess Wants to Last,2021
Koi to Sex wa Touch Up no Nochi de Kokoro mo Karada mo Kokoroyoku Shite Ageru,2020
Sangen Tonari no Tooi Hito,2007
Sekai wa Bokura no Tameni!,2006
Mermaid Line,2006
Goinkyo Maou no Hinichijou,2015
I Violently Level Up,2020
Boku no Platinum Lady,2005
Eighth,2009
Honor's Promise,2007
S..Friends,2003
Princess Nightmare,2008
Bokura ni Namae wo Tsukerunara,2018
Words & Kisses,2020
Oreimo Comic Anthology,2011
Hetare Wanko to Fudanshi Senpai,2016
Quiet Life Crisis,2018
Issho ni Kuraso.,2006
Her Royal Highness Seems to be Angry,2019
Kudou-sensei no Majestic Days,2016
Heaven's Door,1983
Falling,2016
Ojamajo Doremi,2000
Moteki,2008
Mitsu no Tsumatta Joushi,2008
Katsura Akira,2008
Cangqiong Bang: Wan Shou Gui Yuan,2019
Kanojo ga Cafe ni Kayou Wake,2004
Love Drunk: New Edition,2011
My Sassy Wife,2018
Nigireba Kobushi Hirakeba Tenohira,2017
Dekiai Honey Baby,2018
Infinite Viral Infection,2020
Ai no Niwa,2017
Do You Believe in Ghosts?,2019
My Sweet Wild Prince: Little Angel Turned Buff Beast,2016
Nightmare After School,2008
"Senpai, Sore Hitokuchi Kudasai!",2015
Seirei Gensouki (Sakazaki DOI),2016
White Album,2008
Kokuou Heika no Daimeiwaku na Kyuukon,2018
Hello World,2019
Sougiya,2008
Lovey Dovey,2006
Asoko de Hataraku Musubu-san,2017
Taiyou ga Yonde Iru!,2008
Voyeur,1992
Minarai Witch,2016
Kareshi ga Kanojo ni Nattara,2020
My Most Special Her,2017
Yami no Aegis,2000
Petit Yuri-Hime,2008
Usotsuki na Gemini,2008
Samurai Flamenco: Another Days,2013
The Beast and I,2018
HENTAI,2017
Afro Samurai,2008
Fushidara na Kimi no Koe,2015
Hiren Trip,2013
"Boruto: Road to ""B""",2015
Iresasete Kudasai,2014
Momoiro Meloik,2012
"Boku no Namae wa ""Shounen A""",2017
Lady & Maid,2020
Kare no Aijou no Hakari,2011
Hand in Hand (Babel),2019
Hero no Himitsu,2012
Cor Leonis: Shishi no Sinzou,2008
Zettai Meirei,2008
Alpha Mate,2019
Samurai Darling,2003
Hatsukoi no Itazura,2011
Save & Load no Dekiru Yadoya-san,2018
Shebecome,2016
Oblivious,2021
The Garden of Red Flowers,2020
Desperate Measures,2019
Nejimakiboshi to Aoi Sora,2007
Waltraute-san no Konkatsu Jijou (Light Novel),2012
Mascara Blues,2007
Guru Guru Pon-chan,1997
360° Material,2010
Mahou ga Tsukaenakutemo,2016
Canvas ni Kuchizuke wo,2009
Witchcraft Troops,2007
Oteuchi Kakugo!,2002
Seifuku!,2012
"High School Ninja Girl, Otonashi-san",2013
Kamisama Dolls,2006
Unknown Caller,2016
Kimi to Mita Houkiboshi o Sagashite,2014
Suki yori mo Chikaku,2012
Natsukoi,2006
Kuro no Senki: Isekai Teni Shita Boku ga Saikyou na no wa Bed no Ue Dake no you desu,2020
Tadashii Kodomo no Tsukurikata!,2012
Boku no High Spec Kareshi-sama,2015
Eidron Shadow,1998
Yagyuu Hijouken Samon,2007
Kamigurai,2007
Loulan Yi Meng,2006
Genzou Hitogata Kiwa,1996
"Bye Bye, Rain.",2012
F no Meikyuu,2011
Futaba-kun Change!,1990
Apparently it's My Fault That My Husband Has The Head of a Beast (Light Novel),2016
Meow Meow Andante,2015
Last Menhealer,2014
Koi to Terrarium,2015
Shichiyou Jinkaku Shoukougun,2020
"Marquis, Leave me Alone",2020
Boys of the Dead,2019
The Matchmaking Baby Princess,2021
Dark Mage,2005
Figure 17,2001
Live Inside My Body,2018
Mini! KIZNAIVER Theater,2016
The War Against Being Single,2015
Love à la Carte!,2003
Mobile Sweet Honey,2012
Ookiku Nattara Kekkon suru!,2019
So I'm Into You,2017
Megane no Koiwazurai,2009
"Sorekara, Kimi o Kangaeru",2013
Love x Devil,2015
Cherry Juice,2004
Damage Danshi,2015
Emergency Stairs,2019
Shippuu Jinrai,2010
A Gentleman's Unique Taste,2014
50 Million Km,2011
Dynamic Superobot Wars: Super Robot Retsuden,2002
Boy Meets Girl Girl Meets Boy,2009
Love Trainee,2018
Shush! I'm Not Your Pet!,2020
Ijimete Hoshii no?,2013
Yebisu Celebrities,2004
Circus ga Kita,1991
Kemono Friends: Welcome to Japari Park,2015
Sweet Little Devil,2010
End Love,2011
Kibun wa Joujou!,2007
Itou-san,2009
Lament of the Lamb,1996
Tanabata no Kuni,1996
Thou Shalt Not Die,2014
Happy Honey Life,2002
Hoshi ni Memai wo.,2008
This Is My Justice,2012
Gohan Shiyo!,2012
Bakudan,1994
Wand of Fortune,2013
3 Hours + Love Hotel = You're Mine,2019
A Tree Spirit,nan
Suna no Ue no Koibitotachi,2008
"Here He Comes, My President Daddy",2020
My Precious,1995
Amagoi,2009
Himitsu no Yoasobi,2010
Liberty! Liberty!,2005
El El,2005
Head Over Heels for the Wizard!,2016
Super Dragon Ball Heroes: Ankoku Makai Mission!,2016
Onnanoko x Onnanoko Collection,2011
Maou na Anoko to Murabito A,2012
Circle - Part 2,2018
Shitai no Karen-san!!,2019
A Taste of Love,2017
Angel's Drop,2012
Blavet,2015
In The Starry Depths,2019
The Promised Neverland: Special Pilot Chapter - We Were Born,2021
M.T. Pass,2000
Hatsukoi Hakusho,2009
Baby Dragon,2021
Ai mo Kawarazu,2013
Fujimi Lovers,2013
"Nanchatte Cinderella: Oukyuu Inbou Hen - Isekai de, Outaishihi Hajimemashita.",2017
Eden's Bowy,1994
Rokugatsu no Hengen-san,2010
Ikoku Shoujo to Sumire no Hanataba,2010
Momotan,2004
"Aisei, Shinku wo Daku",2005
Sakura Hira Hira,2004
Fragile - Sayonara Tsuki no Haikyo,2008
Koi Koinegau,2013
Kono Kutsu Shirimasen ka?,2010
Fake Fur,2004
Koibi,2007
Become Her Bride,2020
Bungaku Shoujo to Uekawaku Yuurei,2010
Nadenade Shikoshiko.,2013
"Sono Voice, Yuuryou Desu ka?",2016
Ashiato,2012
Fairy’s Armament,2019
A Man with A Thousand Skills,2018
"Dai-3 Ouji wa Hakkobutsu ni Tsuki, Chokushi Chui! (iyutani)",2019
My Cultivator Girlfriend,nan
Hirasaka Hinako ga Ero Kawaii Koto wo Ore dake ga Shitteiru,2019
Sale or Return Bride,2009
Mazu wa Ubaiai!,2010
Reveries of the Moonlight,2013
Stay Close to Me,2005
Make Me Happy,2005
Goblin wa Mou Juubun ni Tsuyoi,2017
Martial Legacy,2017
Crochet Rest,2014
Renai Cupid,2006
Hanasaki Sentimental,2005
Oboreru Kemono no Koibito,2008
"Demon, Don't Kiss Me",2019
One Piece x Toriko: Jisshoku! Akuma no Mi!!,2011
Searching for My Father's Son,2021
Migatte na Anata,2008
Akai Ringo no Nakami Jijou,2015
Last Client,2002
Itoshi Kingyo,2006
Bokura wa Unmei Janai,2019
Ringo Hoppe no Koi,2004
Route 225,2007
Yukikaze: Meiji Ishu Kakutouden,2014
Virgin Pink Scandal,2016
Katekin,2006
Zusun,2010
Otometic Syndrome,2015
Gal Kazoku,2019
Missing Piece,1996
Yume no Tsuzuki,1988
Rare Love,2003
Shinigami Doggy,2011
Kira*Kira Crystal,2008
Chuuken Danshi ga Kyou mo Koumon de Mattemasu.,2014
Nagai Michi,2001
Watashi no Koibito,2002
Hatsujou Virus,2014
Izo's Lover!,2006
Perfect World,1999
Angelmois Please,2006
Nikumi Kirenai Rokudenashi,2003
"Twinkle, Little Secret",2010
Omochi-sama,2006
"Himekoi, Wakana-kun",2012
Oh God! Dear God!,2014
Kappa Love Story,1982
Tokyo X Day,2015
Majonna: Mikamoto Rei Extra Works,2016
1+1+1,2010
There is No End to Love,2018
Fushigi Pot,2007
Boku to Watashi to Mama no Natsu,2021
Bijo Juku,2008
Cram School Scandal,2020
"Tsuihou Sareta Saikyou Seijo wa, Machi de Slow Life wo Okuritai!",2019
Fox Eats Sweet Grapes,2020
Neko to Watashi no Kinyoubi,2013
Death Edge,2008
Rock Lee's Springtime of Youth,2010
Choushizen Tenkousei,1993
Second Brain,2013
Hokenshitsu no Tsumuri-san,2014
Our Everlasting,2000
Kore de Saigo no Koi ni Shitai,2019
"Inochi Mijikashi, Koi seyo Furyou Shounen!",2013
Belmondo le VisiteuR,2007
Go! Magic Lord!,2009
"Morning, from an Immature Night",2020
The Secret She Keeps,2018
Kakutoshi no Yume,2003
Yasashii Kankei,1996
"Nii-chan, Icchatte!",2006
Adeotoko Shichihenge,2009
The Italian Doctor's Mistress,2010
Inbura! Bishoujo Kyuuketsuki no Hazukashii Himitsu,2012
Star Legend,2014
Zutto Kitto,2014
Inumimi,2006
Kimi no Kotonoha,nan
Days With Troublemaker,2017
Shounen Zanzou,1997
Suspect Alpha (α) X Detective Omega (Ω),2020
You're My Favorite Toy,2018
Otona no Koi no Hajimekata,2012
Zou no Miru Yume,2013
Oniisan no Hikkoshi no Kataduke ga Susumanai,2017
Oresama wo Kurae!,2008
"Sex & Dungeon!! Wagaya no Chika ni, H Kaisuu = Level no Dungeon ga Shutsugen shita!?",2020
Kamisama ga Yadoru Kotoba,2011
"Ningen dakedo Maou-gun Shittenou ni Sodaterareta Ore wa, Maou no Musume ni Aisare Shihai Zokusei no Kennou wo Ataeraremashita.",2020
Metal Heart,2004
Manic Love,2005
Star na Koi,2004
Little Jumper,2004
Bake Kano,2009
Unlimited Fafnir,2014
Isekai Tensei Yuri Anthology,2019
Monster Master,2010
Sword King In A Women's World,2019
Henshin Ninja Arashi,1972
Crown Gear,2011
Tsuyoku Yowaku Kitsuku,2007
Tetsuo: The Bullet Man,2010
Isekai no Honya-san e Youkoso!,2016
Shimatsuya K,2015
From the New World,2012
Ms. Revenge,2018
Da Capo II: Imaginary Future,2007
Saint Seiya: Origin,2018
Never Give Up!,1999
Isekai Tensei ni Kansha wo,2017
Yu-Gi-Oh! Zexal,2010
Aisaretatte Nugimasen.,2015
Magikano,2003
Dekiai Boyfriend,2016
Bitter Sweet Café,2005
Hard Rock,2006
Ao to Umibe no Nostalgia,2008
Dorobou Neko ni wa Nusumenai,2015
Love Sex Show,2019
Elemental,2009
Akaneiro Show Time,2005
Turnabout Crossover,2005
Cinderella Lesson,2013
Siren (Getty),2016
Koishiki Kaikyuu,2008
HAL (Aoi MAKINO),2009
P-pan Kuru,2008
Seishun Girigiri Overline,2017
Fate/Kaleid Liner Prisma Illya,2007
Akuma to Duet,2009
Mashikaku Rock,2011
Baka ni Koi toka Shoujiki Muri ja ne?,2016
Yukiwaribana,2013
Corsair: Eigetsu,2010
Urban Rebellion,nan
Tokyo ESP x Ga-Rei: Shadow Walker,2014
Ani ni Ai Saresugite Komattemasu,2015
Ghostly Things,2018
Nigemichi ha Kochira,2012
Substitute Bride,2018
Isekai Tenisha no My Pace Kouryakuki,2020
Yokan,2017
Cherry (Lemon ICHIJO),2008
Lure of Aroma,2008
Zutto Otokonoko dato Omotteita Gakitaishou ga Onnanoko deshita,2020
Summoned to Another World... Again?! (Light Novel),2015
Onnanoko no Sekkeizu,2010
Mujintou de Elf to Kyoudou Seikatsu,2019
Kokuhaku Shitekita Yatsu no Seiheki wa,2018
Wanna Go for a Ride?,2017
No Title,2005
Houkago Love Age,2010
Kyousou no Simulacra,2009
Super-Conductive Brains,2001
Bitansan Renai,2008
Jounetsu no Young Man,2008
Remnant,2010
Ohigara mo Yoku,2016
Watashi no Ookami-san.,2001
Falling Into Darkness,2021
Summoned to Another World... Again?!,2018
Best Student Council,2005
Mazinger Angel,2004
Ishiguro Masakazu's Kyoufu Tanpen,2011
Queen's Blade Anthology Comics,2007
Wakaresaseya no Koi,2012
Shaman (Jeong-hyeon SEOK),2018
When That Day Comes,2017
Manager Douzaki Wants To Be Screwed,2019
Hatsukanezumi no Jikan,2004
Josou Danshi to Menhera Oji-san,2016
"That Year, Under the Starry Sky",2017
The Necromancer Maid,2019
My Little Vampire,2017
Princess Mermaid,2001
Satou-kun to Tanaka-san: The Blood Highschool,2007
The Colour of Desire,2008
Koi no Jikan,2010
Suutsu wo Kita Akuma,2007
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,2018
Senaka kara Daite,2008
A Husband to Belong To,2009
Lord Calthorpe's Promise,2008
Animal X: Genshi Sarai,1998
Shisei,2009
Kimi no Kachi,2000
Amnesia Labyrinth,2008
"I'll Meow For You, So Love Me",2016
Saihate no Kimi e,2003
Miirareta Souichi,2011
Junai Junkie,2006
Five Charming Brothers,2019
Danna ga Nani o Itteiru ka Wakaranai Ken,2011
Mima of the Forest,2014
Blood,1997
Shishunki no Zawazawa,2017
Tie Up,2016
She's too much for Me,2016
All I Want Is... Who?!,2020
Insufficient Direction,2002
Andalusia no Koibito,2001
Soul Gadget Radiant,2002
Phantom Seer (Pilot),2018
Furyoukko to Iiko,2018
Beyond Virtual,2021
Redo of Healer,2017
Pinky Mist,2003
Koigokoro Fantasia,1998
Dragon x Boy,2003
Guilty Gear Xtra,2003
I Can Feel Your Hand,2009
Asao-san to Kurata-kun,2009
Sayonara Minasan,2012
Bloody Cross,2009
Oishii Kimi List,2010
MobyamaAji to MobutaniCrou no Kareinaru Hichijo Eno Chousen,2016
Pride Complex,2015
Pure Love's Sexy Time,2010
Mata Ashita,2006
Love Luck,2008
Rikon Choutei,2009
Crimson-Shell,2005
Temple Romance,2017
To Love Ru: Rito to Sayaka no Houkago,2019
Shirogane no Karasu,2007
Aru Hi Totsuzen Koi wa Kuru!?,2007
"Handsome, You Won't Get Me",2020
Shy Intentions,2004
Lovechild,2009
Little Skeleton,2020
Himegimi no Jouken,2001
Hand-in-Hand Lovers,2004
Aletheia,2013
Rave - Plue no Inu Nikki,2002
Junai Seichouki,2005
Flower Shadow's Memory,2007
Mehyou to Chuujitsu na Geboku,2007
"Recently, My Sister is Unusual.",2010
Isekai AV Satsueitai,2019
Pregnant In Boy's School,2017
Dissolving Classroom,2013
"Nagareboshi, Okkochita",2011
Yume Midokoro,2010
Tokkaten,2012
Mousou One-Room,2013
Chupa!,2001
Losing Weight for My Highness,2019
Moon Rabbit,2012
Devilman Grimoire,2012
Indigo Blue,2002
Easy Chocolate,2002
"Yes, Master",2001
Star,2004
Primo Piatto,2016
Shijima no Tsuki,2014
Motte Meisubeshi,2006
L.O.R.D: Legend of Ravaging Dynasties,2018
How To Make It With A Rookie School Teacher New To Love? Go For Their Body First,2015
Bunkiten,2020
Inside,2021
Tokumei Egaogakari,2009
Reborn as a Dog,2019
Nisekoi Doumei.,2012
"Gyarugewe no Sekai yo, Youkoso!",2011
"Sex Friend Ijou, Koibito Miman!",2016
Amaenaideyo!!,2004
His Secret Life as a Fake High Schooler,2020
Walking with You,2012
Futari wa Precure,2005
Koganeiro,2012
Kishidou Kurabu,2005
Eromanga Sensei: Yamada Elf-daisensei no Koi suru Junshin Gohan,2018
Honki ja Neekara,2003
Koguresou Monogatari,2011
Shiawase ni Michita Yoru no Niwa,2018
9 Faces of Love,2001
Isuca,2009
Before We Knew It,2016
Now Loading...!,2016
Hazure Akamadoushi wa Kenja Time ni Musou suru,2020
Kyousou Heaven,2006
"Imamade, Korekara",2010
Tesoro,1998
I'm the Main Protagonist From Today,2019
The Midnight Association For The Broken Hearted,2016
Yuuko-chan 100 Renpatsu!!,2000
Canvas 2: Nijiiro no Sketch,2005
Maimiko Touko no Jikenbo,2003
Nichiyoubi Nanka Daikirai,1996
Fever,2003
Koisuru Yajuu,2007
Momorubu,2011
Natsu wo Oboeru,2008
"Him and Me, and Her",2012
Princess Kaguya,2004
Bloodline,2009
Gakuen Densetsu: Hasami Onna,2011
PutOn,2016
Strategic Lovers,2021
Taka ga Fukuen,2016
Furimuku Dake de Anata Tsumi na Otoko,2001
A House Near The Station with A Wizard,2017
Your Turn to Chase After Me,2019
Flawless Metropolitan Divine Emperor,2020
Little Forest,2002
"Kira Kira Namida: Koishiteta, Aishiteta",2013
EG Maker,2014
6-sai no Kenja wa Hikage no Michi wo Ayumitai,2020
Negawakuba Kono Te ni Koufuku wo,2019
Butterfly Baby,2007
Very Private Lesson,1995
Saurus,2019
Gosam Mussang,2019
Ovally Trap,2005
Switched Girls,2017
Ai ni Dekinai Koi wa Iya,2016
The Flower of Carnage: Fist of the North Star Jagi's Story,2008
Chat,2002
Karakara,2015
Koi wo Suru DNA +,2010
Haru wa Kimi ni Sasayaku,2016
Yoake e no Senkou,2013
Kyouai Shinri Paradox,2017
Hell's Harem,2020
Memai,1997
Knight's Susume,1998
Hoshi no Ame Tsuki no Geboku,2013
Persona x Tantei Naoto (Light Novel),2012
Gakuen Rule Kaikaku,2015
Motosaya,2017
Amentia,2015
The Crown's Shadow - Specials,2021
Zenbu Shiritai,2007
Shitsuji-tachi no Chinmoku,2016
Kuzu to Megane to Bungaku Shoujo,2017
The Best Female Fairy,2018
Benkei in New York,1991
Invisible Stars,2008
DoraYome,2017
Kami ka Akuma ka,2010
Nanako-san Teki na Nichijou,1998
Cherries Fight,2009
Kimi Dake ni Focus,2005
"Help Me, Uncle!",2020
Konohana Link,2007
Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank Yuusha Party wo Tsuihou Sareru,2019
Stella to Mille Feuille,2013
Hatsukoi Kouho,2012
"Can You Just Die, My Darling?",2015
Born to Be a God,2018
Take A Good Look at Me Now,2020
Yami no Purple Eye,1984
A Near-Death Experience Is a Cry for Love,2021
Okusan,2008
The Matchmaker Forbids Me From Dating,nan
Brigadoon,2000
3-manen no Kareshi,2012
Happy Project,2011
"Kai, Sasu (Light Novel)",2010
Yoshinatsu,2007
Tears of a Devil,2010
Love Flag Girls!!,2010
Master of Three Realms,2019
Cat & Sword,2017
Akujiki no Dinner,2017
Cinderella Chef,2018
Tada Zutto Negatteru,2017
Zenbu Ore no Mono!,2005
The Loudest Whisper,2004
The Color of Love,2006
Koibito Asobi,2010
Demon Prince Poro's Diaries,2017
Aharoo,2015
Gouin Sakka to Makeinu no Hatsukoi,2013
Sword of the Dark Ones,2000
Kiss on the Piano,2020
Hana,2002
Do As Your Slave Tells You,2019
Hito wa Naze Hataraka Nakerebanaranai no ka,2009
Rose Hip Zero,2005
Mahoutsukai to Teishi no Futekisetsu na Kankei,2009
Tsuki no Waltz,2008
Nishuume Cheat no Tensei Madoushi,2020
Fugainai Koi,2019
Kawaisa Amatte Nanika ga Hyakubai,2008
You're the Fiancé!,2016
Yakuza no Gokkan Choukyou: Sandaime ni Mainichi Ajimisareteimasu....,2017
Toshigoro no Otokonoko to Are,2013
History at the Library (Promo),2019
Yarashii Hirusagari,2001
Caramel Kiss,2006
Cultivators in the City,2020
Imori 201,2010
Mars (Mitsuteru YOKOYAMA),1976
Whamanga,2014
Nanako-san Teki na Nichijou RE,2002
Dear Green,2003
"17-sai, Hajimete: Hatsunetsu",2013
Bronze no Tenshi,2004
Upotte!!,2009
The Red Snake,1985
Mitsuru-kun no Mitsugenai Haru ga Kuru,2017
Last Round Arthurs,2019
Fubinna Ore to Kuzu Ouji,2017
Lock Out,2002
Spoil You Every Night,2018
"Hi, Wolf Captain",2018
No More Innocence,2020
Heaven Is Under Me,2021
"Kore wa Ai ja Nai no de, Yoroshiku",2016
Spear of Purgatorium,2017
Soshite Boku wa Koi wo Suru,2006
Love and Trap,2005
Sentimental Shounen A,2013
Kanojo ga Kare ni Ochiru Riyuu,2010
Ghost King,2021
Tonari no Hoshi no Ouji-sama,2016
Otouto ja Irarenai!!,2010
Citrus Eyes,2002
Migawari Hakushaku to Himitsu no Nikki,2012
Nanako-san Teki na Nichijou Dash!!,2011
CEO x Otaku Girl,2018
Anata no Tame Nara Doko Made mo,2007
Duchess Debauchery,2021
Shinwa Ponchi,2009
Fukushuu Kyoushitsu,2013
Wasurerarenai,1995
Urara-chan no Naka no Hito,2010
I'll Give It My All...Tomorrow,2007
Kawaiitte Itte yo,2004
Sensei Datte Gaman Shiteru,2014
Sadistic Secrets and Masochistic Mysteries,2016
Otokonoko wa Hachimitsu,2008
Koibito Kakin,2015
7 Billion Needles,2008
Itose-sensei ni wa Kanawanai.,2019
Call Boy!,2014
Boku no Suki na Otokonoko,2011
Puella Magi Kazumi☆Magica: The Innocent Malice,2011
The Watching,2014
Chrome Breaker,2005
Eternal Daytime in the Night,2019
Not Enough Time,2005
Action Idols: Age of Young Dragons,2015
Mobile Suit Gundam SEED X Astray,2004
Tsubame-chan Chi no Kateinai Renai,2011
Koisuru Heart de Taihoshite,2005
Ultra Secretary,2017
School Judgment,2014
Dispar,2019
